refine	improve something through small changes | Pattern: refine + noun | Example: The team refined the model after comparing its predictions with real data. | Pronunciation: IPA (stress shown separately): /rəfaɪn/ Stress syllable 2 of 2. Let /aɪ/ glide smoothly, as in my. Keep the final /n/ audible.
regime	a particular government or controlling group or system | Pattern: regime in + country; regime for + activity | Example: The report analyzes the regulatory regime governing water use, so the audience could understand the intended point without guessing. | Pronunciation: IPA (stress shown separately): /rəʒim/ Stress syllable 2 of 2. Use /ʒ/ “zh,” as in measure. Keep the final /m/ audible.
region	a geographical or physical area | Pattern: region of + country; region around + place | Example: The study focuses on schools in a rural region of the state, which gave the reviewers a clearer basis for evaluating the conclusion. | Pronunciation: IPA (stress shown separately): /ridʒən/ Stress syllable 1 of 2. Use /dʒ/ “j,” as in job. Keep the final /n/ audible.
register	to officially record or enroll a person or item | Pattern: register for + noun; register with + organization | Example: More than two hundred students registered for the summer program, so the class could connect the idea to the next activity. | Pronunciation: IPA (stress shown separately): /rɛdʒɪstɚ/ Stress syllable 1 of 3. Use /dʒ/ “j,” as in job. Keep /ɪ/ short and relaxed, as in sit.
regulation	rules issued by an authority | Pattern: regulation on/for + activity | Example: Federal regulations require secure handling of student records, which gave the teacher clearer information for the following lesson. | Pronunciation: IPA (stress shown separately): /rɛɡjəleɪʃən/ Stress syllable 3 of 4. Use a clear /ʃ/ “sh” sound. Keep the final /n/ audible.
reinforce	to strengthen an idea, behavior, or structure | Pattern: reinforce + noun | Example: The second example reinforced the main idea, which gave the people involved a clearer basis for the next step. | Pronunciation: IPA (stress shown separately): /riɪnfɔrs/ Stress syllable 3 of 3. Keep short /ɪ/ distinct from long /i/. Keep the final /s/ audible.
reject	to refuse to accept a proposal, claim, or request | Pattern: reject + noun | Example: The panel rejected the proposal because it lacked supporting evidence. | Pronunciation: IPA (stress shown separately): /rɪdʒɛkt/ Stress syllable 2 of 2. Use /dʒ/ “j,” as in job. Keep /ɪ/ short and relaxed, as in sit. Keep the final /t/ audible.
relax	to make a rule or restriction less strict | Pattern: relax + noun | Example: The district relaxed the rule after reviewing the new safety data, which gave the teacher clearer information for the following lesson. | Pronunciation: IPA (stress shown separately): /rɪlæks/ Stress syllable 2 of 2. Keep /ɪ/ short and relaxed, as in sit. Keep the final /s/ audible.
release	to let go or let out | Pattern: release + noun | Example: The agency will release the report after the review is complete. | Pronunciation: IPA (stress shown separately): /rilis/ Stress syllable 2 of 2. Keep the final /s/ audible.
relevant	correct or suitable for a particular purpose | Pattern: relevant + noun; be relevant to + noun | Example: Include only evidence that is relevant to the question being investigated, which gave the reviewers a clearer basis for evaluating the conclusion. | Pronunciation: IPA (stress shown separately): /rɛləvənt/ Stress syllable 1 of 3. For /v/, touch the upper teeth to the lower lip; do not replace it with /b/. Keep the final /t/ audible.
reliance	the tendency to trust in someone or something | Pattern: reliance on + person/thing | Example: Heavy reliance on one data source can weaken a conclusion, so the team could interpret the evidence with less uncertainty. | Pronunciation: IPA (stress shown separately): /rɪlaɪəns/ Stress syllable 2 of 3. Keep /ɪ/ short and relaxed, as in sit. Let /aɪ/ glide smoothly, as in my. Keep the final /s/ audible.
reluctant	unwilling or hesitant | Pattern: be reluctant to + verb | Example: Some staff members were reluctant to adopt the new system without additional training, which gave the people involved a clearer basis for the next step. | Pronunciation: IPA (stress shown separately): /rɪlʌktənt/ Stress syllable 2 of 3. Keep /ɪ/ short and relaxed, as in sit. Keep the final /t/ audible.
remove	to take something away from a place, group, or set | Pattern: remove + noun + from + noun | Example: The analyst removed duplicate records before calculating the total, so the reader could understand the intended relationship without guessing. | Pronunciation: IPA (stress shown separately): /rimuv/ Stress syllable 2 of 2. For /v/, touch the upper teeth to the lower lip; do not replace it with /b/. Keep the final /v/ audible.
require	to make something necessary or officially expected | Pattern: require + person + to + verb; require + noun | Example: The course required students to complete a research project, which gave the teacher clearer information for the following lesson. | Pronunciation: IPA (stress shown separately): /rikwaɪɚ/ Stress syllable 2 of 3. For /w/, round the lips; do not touch the teeth. Let /aɪ/ glide smoothly, as in my.
research	a detailed study of a subject | Pattern: research on/into + topic | Example: The recommendation is supported by recent research, which gave the reviewers a clearer basis for evaluating the conclusion. | Pronunciation: IPA (stress shown separately): /risɚtʃ/ Stress syllable 1 of 2. Use a crisp /tʃ/ “ch” sound. Keep the final /tʃ/ audible.
resident	a person who lives at a particular place | Pattern: resident of + place | Example: Each resident received information about the construction schedule, so the group could make the next decision with clearer information. | Pronunciation: IPA (stress shown separately): /rɛzɪdənt/ Stress syllable 1 of 3. Keep /ɪ/ short and relaxed, as in sit. Keep the final /t/ audible.
resolution	a course of action which is decided purposefully | Pattern: resolution of + conflict; resolution to + issue | Example: The board passed a resolution supporting the new program, which allowed the board to explain the decision more transparently. | Pronunciation: IPA (stress shown separately): /rɛzəluʃən/ Stress syllable 3 of 4. Use a clear /ʃ/ “sh” sound. Keep the final /n/ audible.
resource	money, valuable possessions, or natural materials | Pattern: resource for + person/purpose | Example: The course provides resources for additional practice, so the class could connect the idea to the next activity. | Pronunciation: IPA (stress shown separately): /risɔrs/ Stress syllable 1 of 2. Keep the final /s/ audible.
response	an answer or reaction to a question or statement | Pattern: response to + question/event | Example: The district received a positive response from families, which gave the teacher clearer information for the following lesson. | Pronunciation: IPA (stress shown separately): /rɪspɑns/ Stress syllable 2 of 2. Keep /ɪ/ short and relaxed, as in sit. Keep the final /s/ audible.
restore	to return to a previous condition or position | Pattern: restore + noun; restore + noun + to + state | Example: The backup restored the files that had been deleted accidentally. | Pronunciation: IPA (stress shown separately): /rɪstɔr/ Stress syllable 2 of 2. Keep /ɪ/ short and relaxed, as in sit. Keep the final /r/ audible.
restraint	limitations or controls of the freedom of something | Pattern: restraint on + noun | Example: Budget restraints limited the size of the pilot, which allowed leaders to direct limited resources toward the highest-priority work. | Pronunciation: IPA (stress shown separately): /rɪstreɪnt/ Stress syllable 2 of 2. Keep /ɪ/ short and relaxed, as in sit. Keep the final /t/ audible.
restricted	with limitations, or available only to a select few | Pattern: restricted + noun; be restricted to + noun | Example: Access to the confidential records is restricted to authorized staff, which gave the people involved a clearer basis for the next step. | Pronunciation: IPA (stress shown separately): /ristrɪktəd/ Stress syllable 2 of 3. Keep short /ɪ/ distinct from long /i/. Keep the final /d/ audible.
retain	to keep something rather than lose or remove it | Pattern: retain + noun | Example: Students retained more vocabulary when they used it in original sentences. | Pronunciation: IPA (stress shown separately): /rɪteɪn/ Stress syllable 2 of 2. Keep /ɪ/ short and relaxed, as in sit. Keep the final /n/ audible.
reveal	to make previously unknown information visible or known | Pattern: reveal + noun; reveal that + clause | Example: The follow-up analysis revealed a substantial difference between the groups, which gave the reviewers a clearer basis for evaluating the conclusion. | Pronunciation: IPA (stress shown separately): /rɪvil/ Stress syllable 2 of 2. For /v/, touch the upper teeth to the lower lip; do not replace it with /b/. Keep short /ɪ/ distinct from long /i/. Keep the final /l/ audible.
revenue	income that a company or government receives | Pattern: revenue from + source | Example: Tuition revenue declined when enrollment fell, so the people affected could understand the practical consequence. | Pronunciation: IPA (stress shown separately): /rɛvənu/ Stress syllable 1 of 3. For /v/, touch the upper teeth to the lower lip; do not replace it with /b/.
reverse	opposite or back | Pattern: reverse + noun | Example: The reverse process converts the stored energy back into motion, which gave the people involved a clearer basis for the next step. | Pronunciation: IPA (stress shown separately): /rɪvɝs/ Stress syllable 2 of 2. For /v/, touch the upper teeth to the lower lip; do not replace it with /b/. Keep /ɪ/ short and relaxed, as in sit. Keep the final /s/ audible.
revision	a change of the words of a text | Pattern: revision of/to + document | Example: The second revision improved the clarity of the report, which reduced the chance that readers would misinterpret the message. | Pronunciation: IPA (stress shown separately): /rivɪʒən/ Stress syllable 2 of 3. Use /ʒ/ “zh,” as in measure. For /v/, touch the upper teeth to the lower lip; do not replace it with /b/. Keep short /ɪ/ distinct from long /i/. Keep the final /n/ audible.
revolution	a sudden or important change in a situation | Pattern: revolution in + field | Example: The digital revolution changed how information is created and shared. | Pronunciation: IPA (stress shown separately): /rɛvəluʃən/ Stress syllable 3 of 4. Use a clear /ʃ/ “sh” sound. For /v/, touch the upper teeth to the lower lip; do not replace it with /b/. Keep the final /n/ audible.
rigid	stiff and fixed, or not able to be changed or persuaded | Pattern: rigid + noun; be rigid | Example: A rigid schedule can make it difficult to respond to unexpected needs, so the group could make the next decision with clearer information. | Pronunciation: IPA (stress shown separately): /rɪdʒəd/ Stress syllable 1 of 2. Use /dʒ/ “j,” as in job. Keep /ɪ/ short and relaxed, as in sit. Keep the final /d/ audible.
role	a function or part performed in a specific process | Pattern: role in + process; role of + person | Example: The facilitator’s role is to keep the discussion focused, which reduced the chance that readers would misinterpret the message. | Pronunciation: IPA (stress shown separately): /roʊl/ Stress syllable 1 of 1. Keep the final /l/ audible.
route	way between places, or method of achieving something | Pattern: route from X to Y; route to + place | Example: The map shows the safest route to the field site, which gave the reviewers a clearer basis for evaluating the conclusion. | Pronunciation: IPA (stress shown separately): /rut/ Stress syllable 1 of 1. Keep the final /t/ audible.
scenario	imagined event, or model of expected outcomes | Pattern: scenario in which + clause; scenario for + event | Example: The team developed a worst-case scenario for emergency planning, which reduced the risk of conflicting instructions during a stressful moment. | Pronunciation: IPA (stress shown separately): /sɪnɛrioʊ/ Stress syllable 2 of 4. Keep short /ɪ/ distinct from long /i/.
schedule	a plan of activities organized by time | Pattern: schedule for + event; on schedule | Example: The schedule lists every task and deadline, so the group could make the next decision with clearer information. | Pronunciation: IPA (stress shown separately): /skɛdʒʊl/ Stress syllable 1 of 2. Use /dʒ/ “j,” as in job. Keep the final /l/ audible.
scheme	an organized plan, or an outline of a system or thing | Pattern: scheme for + purpose; scheme of + arrangement | Example: The color scheme makes the dashboard easier to read, so the group could make the next decision with clearer information. | Pronunciation: IPA (stress shown separately): /skim/ Stress syllable 1 of 1. Keep the final /m/ audible.
scope	range covered, or opportunity | Pattern: scope of + project; within/outside the scope | Example: The question falls outside the scope of this study, which gave the reviewers a clearer basis for evaluating the conclusion. | Pronunciation: IPA (stress shown separately): /skoʊp/ Stress syllable 1 of 1. Keep the final /p/ audible.
section	a distinct part of something | Pattern: section of + document/object | Example: The methods section explains how the data were collected. | Pronunciation: IPA (stress shown separately): /sɛkʃən/ Stress syllable 1 of 2. Use a clear /ʃ/ “sh” sound. Keep the final /n/ audible.
sector	a geographic or economic area | Pattern: sector of + economy | Example: The health-care sector employs millions of people, so policy decisions in that area can affect workers, organizations, and the broader economy. | Pronunciation: IPA (stress shown separately): /sɛktɚ/ Stress syllable 1 of 2.
security	protection of a person, property or organization | Pattern: security of + system; security against + threat | Example: The school strengthened network security after the incident, so the class could connect the idea to the next activity. | Pronunciation: IPA (stress shown separately): /sɪkjʊrəti/ Stress syllable 2 of 4. Keep short /ɪ/ distinct from long /i/.
select	to choose, especially after careful consideration | Pattern: select + noun + from + group | Example: The committee selected three proposals for further review, so the group could make the next decision with clearer information. | Pronunciation: IPA (stress shown separately): /səlɛkt/ Stress syllable 2 of 2. Keep the final /t/ audible.
sequence	a series, or the order in which things are arranged | Pattern: sequence of + items | Example: Arrange the steps in the correct sequence, so the reader could understand the intended relationship without guessing. | Pronunciation: IPA (stress shown separately): /sikwəns/ Stress syllable 1 of 2. For /w/, round the lips; do not touch the teeth. Keep the final /s/ audible.
series	a sequence of similar or related things | Pattern: series of + plural noun | Example: The teacher demonstrated the skill through a series of examples, so the class could connect the idea to the next activity. | Pronunciation: IPA (stress shown separately): /sɪriz/ Stress syllable 1 of 2. Keep short /ɪ/ distinct from long /i/. Keep the final /z/ audible.
sex	the state of being either female or male | Pattern: sex of + participant; differences by sex | Example: The study reported outcomes by age and sex, which gave the reviewers a clearer basis for evaluating the conclusion. | Pronunciation: IPA (stress shown separately): /sɛks/ Stress syllable 1 of 1. Keep the final /s/ audible.
shift	a change in position, direction or conditions | Pattern: shift from X to Y; shift in + trend | Example: The data show a gradual shift toward online services, so the team could interpret the evidence with less uncertainty. | Pronunciation: IPA (stress shown separately): /ʃɪft/ Stress syllable 1 of 1. Use a clear /ʃ/ “sh” sound. Keep /ɪ/ short and relaxed, as in sit. Keep the final /t/ audible.
significant	noticeable, meaningful or important | Pattern: significant + noun; be significant | Example: Because the researchers wanted to distinguish statistical evidence from practical importance, the change was statistically significant, but its practical effect was small. | Pronunciation: IPA (stress shown separately): /səɡnɪfɪkənt/ Stress syllable 2 of 4. Keep /ɪ/ short and relaxed, as in sit. Keep the final /t/ audible.
similar	almost but not exactly the same | Pattern: similar + noun; be similar to + noun | Example: The two groups produced similar results under the same conditions, which gave the reviewers a clearer basis for evaluating the conclusion. | Pronunciation: IPA (stress shown separately): /sɪməlɚ/ Stress syllable 1 of 3. Keep /ɪ/ short and relaxed, as in sit.
simulation	model of the essential features of a process or thing | Pattern: simulation of + process | Example: The simulation allows students to test the model safely, so the class could connect the idea to the next activity. | Pronunciation: IPA (stress shown separately): /sɪmjəleɪʃən/ Stress syllable 3 of 4. Use a clear /ʃ/ “sh” sound. Keep /ɪ/ short and relaxed, as in sit. Keep the final /n/ audible.
site	a place where something was, is, or will be | Pattern: site of + event; site for + project | Example: Researchers collected water samples at each site, which gave the people involved a clearer basis for the next step. | Pronunciation: IPA (stress shown separately): /saɪt/ Stress syllable 1 of 1. Let /aɪ/ glide smoothly, as in my. Keep the final /t/ audible.
so-called	commonly or sometimes inaccurately called | Pattern: so-called + noun | Example: The so-called improvement disappeared when the data were analyzed more carefully. | Pronunciation: IPA (stress shown separately): /soʊ kɔld/ Link the words smoothly; give the strongest phrase stress to “called.” Keep the final /d/ audible.
solely	only and exclusively | Pattern: solely + verb/adjective | Example: The decision should not be based solely on test scores, which gave the reviewers a clearer basis for evaluating the conclusion. | Pronunciation: IPA (stress shown separately): /soʊəli/ Stress syllable 1 of 3.
somewhat	slightly or rather | Pattern: somewhat + adjective/adverb | Example: The revised explanation was somewhat clearer than the original one, which reduced the chance that readers would misinterpret the message. | Pronunciation: IPA (stress shown separately): /sʌmwʌt/ Stress syllable 1 of 2. For /w/, round the lips; do not touch the teeth. Keep the final /t/ audible.
seek	to try to obtain, find, or receive something | Pattern: seek + noun; seek to + verb | Example: The district sought feedback from teachers and families, which gave the teacher clearer information for the following lesson. | Pronunciation: IPA: /sik/ Use a long /i/ as in see, and release the final /k/ clearly.
source	the cause of something or place it comes from | Pattern: source of + information/problem | Example: Always evaluate whether a source is current and trustworthy, so the team could interpret the evidence with less uncertainty. | Pronunciation: IPA (stress shown separately): /sɔrs/ Stress syllable 1 of 1. Keep the final /s/ audible.
specific	relating to one thing and not others | Pattern: specific + noun; be specific about + noun | Example: Give specific evidence instead of making a broad generalization, so the team could interpret the evidence with less uncertainty. | Pronunciation: IPA (stress shown separately): /spəsɪfɪk/ Stress syllable 2 of 3. Keep /ɪ/ short and relaxed, as in sit. Keep the final /k/ audible.
specify	to state something clearly and exactly | Pattern: specify + noun; specify that + clause | Example: The instructions specified the units that students should use. | Pronunciation: IPA (stress shown separately): /spɛsəfaɪ/ Stress syllable 1 of 3. Let /aɪ/ glide smoothly, as in my.
sphere	area of interest, knowledge or control | Pattern: sphere of + activity/influence | Example: The policy falls within the sphere of local government, which allowed the board to explain the decision more transparently. | Pronunciation: IPA (stress shown separately): /sfɪr/ Stress syllable 1 of 1. Keep /ɪ/ short and relaxed, as in sit. Keep the final /r/ audible.
stability	resistance to change, or constancy of character | Pattern: stability of + system | Example: The engineers tested the structure’s stability under strong winds, so the reader could understand the intended relationship without guessing. | Pronunciation: IPA (stress shown separately): /stəbɪlɪti/ Stress syllable 2 of 4. For /b/, close both lips completely. Keep short /ɪ/ distinct from long /i/.
statistics	a branch of applied mathematics that analyzes data | Pattern: statistics on/about + topic | Example: Statistics helps researchers summarize data and evaluate uncertainty, which gave the reviewers a clearer basis for evaluating the conclusion. | Pronunciation: IPA (stress shown separately): /stətɪstɪks/ Stress syllable 2 of 3. Keep /ɪ/ short and relaxed, as in sit. Keep the final /s/ audible.
status	the current condition or position of a person, task, or system | Pattern: status of + person/process | Example: The portal shows the current status of every application, so the group could make the next decision with clearer information. | Pronunciation: IPA (stress shown separately): /stætəs/ Stress syllable 1 of 2. Keep the final /s/ audible.
straightforward	easy to understand, or honest and frank | Pattern: be straightforward; straightforward + noun | Example: The calculation is straightforward once the variables are defined, which gave the people involved a clearer basis for the next step. | Pronunciation: IPA (stress shown separately): /streɪtfɔrwɚd/ Stress syllable 1 of 3. For /w/, round the lips; do not touch the teeth. Keep the final /d/ audible.
strategy	detailed plans or methods for achieving success | Pattern: strategy for + gerund | Example: The workshop introduces strategies for improving productive vocabulary, so the group could make the next decision with clearer information. | Pronunciation: IPA (stress shown separately): /strætədʒi/ Stress syllable 1 of 3. Use /dʒ/ “j,” as in job.
stress	to give emphasis or special attention to something | Pattern: stress + noun; stress that + clause | Example: The instructor stressed the importance of checking units, which gave the people involved a clearer basis for the next step. | Pronunciation: IPA (stress shown separately): /strɛs/ Stress syllable 1 of 1. Keep the final /s/ audible.
structure	the way parts of a system or object are arranged | Pattern: structure of + system | Example: The diagram shows the internal structure of the cell, so the team could interpret the evidence with less uncertainty. | Pronunciation: IPA (stress shown separately): /strʌktʃɚ/ Stress syllable 1 of 2. Use a crisp /tʃ/ “ch” sound.
style	types, expressions, or ways of doing something | Pattern: style of + writing/design | Example: The course exposes students to several writing styles, so the class could connect the idea to the next activity. | Pronunciation: IPA (stress shown separately): /staɪl/ Stress syllable 1 of 1. Let /aɪ/ glide smoothly, as in my. Keep the final /l/ audible.
submit	to formally present work, a request, or a document | Pattern: submit + noun + to + person/system | Example: The team submitted the final report before the deadline, so the group could make the next decision with clearer information. | Pronunciation: IPA (stress shown separately): /səbmɪt/ Stress syllable 2 of 2. For /b/, close both lips completely. Keep /ɪ/ short and relaxed, as in sit. Keep the final /t/ audible.
subordinate	of less importance or lower status | Pattern: subordinate + noun; be subordinate to + noun | Example: The subordinate clause cannot stand alone as a complete sentence, so the reader could understand the intended relationship without guessing. | Pronunciation: IPA (stress shown separately): /səbɔrdəneɪt/ Stress syllable 2 of 4. For /b/, close both lips completely. Keep the final /t/ audible.
subsequent	happening after something else | Pattern: subsequent + noun | Example: Subsequent studies produced results that were consistent with the original finding. | Pronunciation: IPA (stress shown separately): /sʌbsəkwənt/ Stress syllable 1 of 3. For /w/, round the lips; do not touch the teeth. For /b/, close both lips completely. Keep the final /t/ audible.
subsidiary	of lesser importance | Pattern: subsidiary + noun; be subsidiary to + noun | Example: The report treats cost as a subsidiary concern rather than the main issue, which reduced the chance that readers would misinterpret the message. | Pronunciation: IPA (stress shown separately): /səbsɪdiɛri/ Stress syllable 2 of 5. For /b/, close both lips completely. Keep short /ɪ/ distinct from long /i/.
substitution	the replacement of one thing by another | Pattern: substitution of + noun; substitution for + noun | Example: The substitution of one value simplified the equation, so the reader could understand the intended relationship without guessing. | Pronunciation: IPA (stress shown separately): /sʌbstɪtuʃən/ Stress syllable 3 of 4. Use a clear /ʃ/ “sh” sound. For /b/, close both lips completely. Keep /ɪ/ short and relaxed, as in sit. Keep the final /n/ audible.
successive	following in sequence and without a break | Pattern: successive + plural noun | Example: The team improved the prototype through three successive revisions, so the group could make the next decision with clearer information. | Pronunciation: IPA (stress shown separately): /səksɛsɪv/ Stress syllable 2 of 3. For /v/, touch the upper teeth to the lower lip; do not replace it with /b/. Keep /ɪ/ short and relaxed, as in sit. Keep the final /v/ audible.
sufficient	as much as is needed for a particular purpose | Pattern: sufficient + noun; be sufficient for/to + noun/verb | Example: The sample was sufficient for a preliminary analysis, which gave the reviewers a clearer basis for evaluating the conclusion. | Pronunciation: IPA (stress shown separately): /səfɪʃənt/ Stress syllable 2 of 3. Use a clear /ʃ/ “sh” sound. Keep /ɪ/ short and relaxed, as in sit. Keep the final /t/ audible.
sum	the total number or amount of things added together | Pattern: sum of + numbers | Example: The sum of the three measurements is 24.6 centimeters, which reduced uncertainty about whether the first result was reliable. | Pronunciation: IPA (stress shown separately): /sʌm/ Stress syllable 1 of 1. Keep the final /m/ audible.
summary	a short description of the main points of something | Pattern: summary of + document | Example: The executive summary presents the report’s main findings, which reduced the chance that readers would misinterpret the message. | Pronunciation: IPA (stress shown separately): /sʌmɚi/ Stress syllable 1 of 3.
supplementary	extra, or supplying what is lacking | Pattern: supplementary + noun | Example: The teacher provided supplementary materials for students who wanted more practice. | Pronunciation: IPA (stress shown separately): /sʌpləmɛntɚi/ Stress syllable 3 of 5.
survey	a series of questions used to gather personal data | Pattern: survey of + group; survey about/on + topic | Example: The school conducted a survey of students and families, which gave the teacher clearer information for the following lesson. | Pronunciation: IPA (stress shown separately): /sɝveɪ/ Stress syllable 1 of 2. For /v/, touch the upper teeth to the lower lip; do not replace it with /b/.
survive	to continue to live or exist | Pattern: survive; survive + noun | Example: The small program survived because community partners continued to fund it. | Pronunciation: IPA (stress shown separately): /sɚvaɪv/ Stress syllable 2 of 2. For /v/, touch the upper teeth to the lower lip; do not replace it with /b/. Let /aɪ/ glide smoothly, as in my. Keep the final /v/ audible.
suspend	to stop an activity temporarily | Pattern: suspend + noun; suspend + person + from + activity | Example: The laboratory suspended testing until the equipment could be inspected, so the team could interpret the evidence with less uncertainty. | Pronunciation: IPA (stress shown separately): /səspɛnd/ Stress syllable 2 of 2. Keep the final /d/ audible.
sustainable	able to be continued or maintained | Pattern: sustainable + noun; be sustainable | Example: The program needs a sustainable funding model before it can expand. | Pronunciation: IPA (stress shown separately): /səsteɪnəbəl/ Stress syllable 2 of 4. For /b/, close both lips completely. Keep the final /l/ audible.
symbolic	representing something else, or ineffective | Pattern: symbolic + noun; be symbolic of + noun | Example: The resolution was largely symbolic and did not change the law, which allowed the board to explain the decision more transparently. | Pronunciation: IPA (stress shown separately): /sɪmbɑlɪk/ Stress syllable 2 of 3. For /b/, close both lips completely. Keep /ɪ/ short and relaxed, as in sit. Keep the final /k/ audible.
tape	recordings of sound or pictures | Pattern: tape of + recording; plural tape | Example: The archive contains audio tapes of the original interviews, which gave the people involved a clearer basis for the next step. | Pronunciation: IPA (stress shown separately): /teɪp/ Stress syllable 1 of 1. Keep the final /p/ audible.
target	aim, thing to be aimed at, or who something is for | Pattern: target for + measure; target of + action | Example: The class met its reading-growth target for the semester, which gave the teacher clearer information for the following lesson. | Pronunciation: IPA (stress shown separately): /tɑrɡət/ Stress syllable 1 of 2. Keep the final /t/ audible.
task	a piece of work that is either difficult or unpleasant | Pattern: task of + gerund; task for + person | Example: The final task requires students to explain their reasoning in writing, so the class could connect the idea to the next activity. | Pronunciation: IPA (stress shown separately): /tæsk/ Stress syllable 1 of 1. Keep the final /k/ audible.
team	organized group of people who work cooperatively | Pattern: team of + people; team responsible for | Example: The project team meets every Monday to review progress, which helped the manager assign the next responsibility accurately. | Pronunciation: IPA (stress shown separately): /tim/ Stress syllable 1 of 1. Keep the final /m/ audible.
technical	relating to specialized words of a specific subject | Pattern: technical + noun | Example: The manual uses technical vocabulary that may be unfamiliar to new users. | Pronunciation: IPA (stress shown separately): /tɛknɪkəl/ Stress syllable 1 of 3. Keep /ɪ/ short and relaxed, as in sit. Keep the final /l/ audible.
technique	ways of doing an activity that requires skill | Pattern: technique for + gerund | Example: Students practiced several techniques for estimating unfamiliar quantities, which gave the teacher clearer information for the following lesson. | Pronunciation: IPA (stress shown separately): /tɛknik/ Stress syllable 2 of 2. Keep the final /k/ audible.
technology	the study of practical uses of scientific discoveries | Pattern: technology for + purpose | Example: The school uses technology to support collaboration and data analysis, which gave the teacher clearer information for the following lesson. | Pronunciation: IPA (stress shown separately): /tɛknɑlədʒi/ Stress syllable 2 of 4. Use /dʒ/ “j,” as in job.
temporary	for a limited period | Pattern: temporary + noun | Example: The school introduced a temporary schedule while the building was repaired. | Pronunciation: IPA (stress shown separately): /tɛmpɚɛri/ Stress syllable 1 of 4.
tension	nervousness or uneasiness | Pattern: tension between + groups; tension over + issue | Example: The disagreement created tension between the two departments, which gave the people involved a clearer basis for the next step. | Pronunciation: IPA (stress shown separately): /tɛnʃən/ Stress syllable 1 of 2. Use a clear /ʃ/ “sh” sound. Keep the final /n/ audible.
termination	end of something, or process of ending something | Pattern: termination of + contract/process | Example: The contract explains the conditions for early termination, which reduced the chance of a later dispute about how the agreement could be ended. | Pronunciation: IPA (stress shown separately): /tɚməneɪʃən/ Stress syllable 3 of 4. Use a clear /ʃ/ “sh” sound. Keep the final /n/ audible.
text	the words printed on a page other than the headings | Pattern: text about/on + topic | Example: The text presents two competing explanations of the event, so the reader could understand the intended relationship without guessing. | Pronunciation: IPA (stress shown separately): /tɛkst/ Stress syllable 1 of 1. Keep the final /t/ audible.
theme	topic of speech or writing | Pattern: theme of/in + text | Example: Equity is a recurring theme throughout the report, which reduced the chance that readers would misinterpret the message. | Pronunciation: IPA (stress shown separately): /θim/ Stress syllable 1 of 1. Keep the final /m/ audible.
theory	an organized system of accepted knowledge | Pattern: theory of/about + phenomenon | Example: A scientific theory explains a broad set of observations, so the team could interpret the evidence with less uncertainty. | Pronunciation: IPA (stress shown separately): /θɪri/ Stress syllable 1 of 2. Keep short /ɪ/ distinct from long /i/.
thereby	as a result or this | Pattern: clause, thereby + gerund | Example: The new form removed repeated questions, thereby reducing completion time, which gave the reviewers a clearer basis for evaluating the conclusion. | Pronunciation: IPA (stress shown separately): /ðɛrbaɪ/ Stress syllable 1 of 2. For /b/, close both lips completely. Let /aɪ/ glide smoothly, as in my.
thesis	long academic paper based on original research | Pattern: thesis on + topic | Example: Her thesis examines how feedback affects student revision, so the class could connect the idea to the next activity. | Pronunciation: IPA (stress shown separately): /θisəs/ Stress syllable 1 of 2. Keep the final /s/ audible.
topic	subject of a text or discussion | Pattern: topic of + discussion; topic for + paper | Example: The group returned to the main topic after a brief discussion of scheduling, which reduced the chance that readers would misinterpret the message. | Pronunciation: IPA (stress shown separately): /tɑpɪk/ Stress syllable 1 of 2. Keep /ɪ/ short and relaxed, as in sit. Keep the final /k/ audible.
trace	to find or discover by careful searching or research | Pattern: trace + noun + to + source | Example: Investigators traced the error to an incorrect formula, so the team could interpret the evidence with less uncertainty. | Pronunciation: IPA (stress shown separately): /treɪs/ Stress syllable 1 of 1. Keep the final /s/ audible.
traditional	the usual ways or customs of a group of people | Pattern: traditional + noun | Example: The course combines traditional instruction with project-based learning, so the class could connect the idea to the next activity. | Pronunciation: IPA (stress shown separately): /trədɪʃənəl/ Stress syllable 2 of 4. Use a clear /ʃ/ “sh” sound. Keep /ɪ/ short and relaxed, as in sit. Keep the final /l/ audible.
transfer	to move from one place to another | Pattern: transfer + noun + to + noun | Example: Students transferred the measurements from their notebooks to a spreadsheet, which reduced uncertainty about whether the first result was reliable. | Pronunciation: IPA (stress shown separately): /trænsfɝ/ Stress syllable 2 of 2.
transformation	a complete change or the process of change | Pattern: transformation of X into Y | Example: The organization underwent a major digital transformation, so the reader could understand the intended relationship without guessing. | Pronunciation: IPA (stress shown separately): /trænsfɚmeɪʃən/ Stress syllable 3 of 4. Use a clear /ʃ/ “sh” sound. Keep the final /n/ audible.
transition	a process or period in which something changes | Pattern: transition from X to Y | Example: The school planned a gradual transition to the new schedule, so the class could connect the idea to the next activity. | Pronunciation: IPA (stress shown separately): /trænzɪʃən/ Stress syllable 2 of 3. Use a clear /ʃ/ “sh” sound. Keep /ɪ/ short and relaxed, as in sit. Keep the final /n/ audible.
transmission	process of passing or sending something invisible | Pattern: transmission of + information/disease | Example: Encryption protects information during transmission, so the team could interpret the evidence with less uncertainty. | Pronunciation: IPA (stress shown separately): /trænsmɪʃən/ Stress syllable 2 of 3. Use a clear /ʃ/ “sh” sound. Keep /ɪ/ short and relaxed, as in sit. Keep the final /n/ audible.
